"index"	"authorship"	"citation"	"title"	"year"	"journal"	"DOI"	"https"	"whether_included"	"criteria1"	"criteria2"	"criteria3"	"theme"	"subtheme"	"scenarios"	"model_type"	"model_name"	"time_horizon"	"database"	"preagg_region"	"postagg_region"	"included_regions"	"preagg_comm"	"postagg_comm"	"whether_coupled"	"coupled_model_type"	"coupled_model_name"	"coupled_sect"	"type_coupling"	"method_coupling"	"software"	"solver"	"whether_sensitivity"
201	"Kavallari A., Fellmann T., Gay S.H."	"(Kavallari et al., 2014)"	"Shocks in economic growth = shocking effects for food security?"	2014	"Food Security"	"10.1007/s12571-014-0368-y"	"https://doi.org/10.1007/s12571-014-0368-y"	"Yes"	"Yes"	"Yes"	"Yes"	"AFOLU"	"agriculture"	"growth change"	"RDP"	"AGLINK-COSIMO"	"2021"	"OECD-FAO"	NA	7	"African low-income,American low-income,Asian low-income,China,India,LDC Africa,LDC ROW"	NA	7	"No"	""	""	""	""	""	"unspecified"	""	"No"
202	"Khakimov P., Schmitz P.M., Pawlowski I."	"(Khakimov et al., 2014)"	"The effects of Tajikistan's accession to the common economic space of Belarus, Kazakhstan, and Russia on its agricultural sector under official and depreciated exchange rates"	2014	"Journal of Sustainable Development"	"10.5539/jsd.v7n2p133"	"https://doi.org/10.5539/jsd.v7n2p133"	"Yes"	"Yes"	"Yes"	"Yes"	"AFOLU"	"agriculture"	"exchange rate related,exchange rate related,FTA related"	"SP"	"AGRISIM"	"2012"	"OECD, FAOSTAT, SWOPSIM"	NA	19	"Belarus,Europe,Rest of World,Russia/FSU,Tajikistan,unknown(14)"	24	14	"No"	""	""	""	""	""	"GAMS"	"CONOPT2"	"No"
203	"Kuik O."	"(Kuik 2014)"	"REDD+ and international leakage via food and timber markets: A CGE analysis"	2014	"Mitigation and Adaptation Strategies for Global Change"	"10.1007/s11027-013-9527-2"	"https://doi.org/10.1007/s11027-013-9527-2"	"Yes"	"Yes"	"Yes"	"Yes"	"AFOLU"	"forestry"	"forest related"	"RDG"	"GDyn"	"2030"	"GTAP6, FAO, SAGE"	87	12	"Australia_Canada_Europe_Japan_New Zealand_South Korea_United States,Bolivia_Ecuador,Brazil,Cambodia_Laos_Myanmar,China,Colombia,Indonesia,Malaysia,Peru,Philippines_Singapore_Thailand_Vietnam,Rest of World,sub-Saharan Africa"	57	6	"No"	""	""	""	""	""	"unspecified"	""	"Yes"
204	"Li C., Whalley J."	"(Li and Whalley, 2014)"	"China and the Trans-Pacific partnership: A numerical simulation assessment of the effects involved"	2014	"World Economy"	"10.1111/twec.12123"	"https://doi.org/10.1111/twec.12123"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"FTA related"	"SG"	""	"2011"	"Comtrade, WTO Statistics"	NA	11	"ANZ,Brunei_Malaysia_Singapore_Vietnam,Canada,Chile_Peru,China,Europe,Japan,Mexico,Rest of World,South Korea,United States"	NA	2	"No"	""	""	""	""	""	"unspecified"	""	"Yes"
205	"Li C., Whalley J."	"(Li and Whalley, 2014)"	"China's potential future growth and gains from trade policy bargaining: Some numerical simulation results"	2014	"Economic Modelling"	"10.1016/j.econmod.2013.10.023"	"https://doi.org/10.1016/j.econmod.2013.10.023"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"growth change"	"SG"	"Shoven Whalley"	"2100"	"Chinese Statistical Yearbook, OECD, World Bank"	NA	5	"Brazil,China,India,OECD,Rest of World"	NA	2	"No"	""	""	""	""	""	"unspecified"	""	"Yes"
206	"Li X."	"(Li 2014)"	"Effect of China’s Real Exchange Rate Appreciation in the Next Decade: A Recursive Dynamic CGE Analysis"	2014	"China Economic Journal"	"10.1080/17538963.2014.947701"	"https://doi.org/10.1080/17538963.2014.947701"	"Yes"	"Yes"	"Yes"	"Yes"	"energy"	"energy"	"gross national savings rate decrease,wage related"	"RDG"	"Shoven Whalley"	"2020"	"GTAP8"	129	27	"ANZ,Brazil,Canada,China (non-processed),China(processed),Eastern Europe,Europe,Hong Kong,India,Indonesia,Japan,Malaysia,Mexico,MEXP,Philippines,Rest of Asia,Rest of East Asia,Rest of Higo-income,Rest of World,Russia/FSU,Singapore,South Africa/SACU,South Korea,Taiwan,Thailand,United States,Vietnam"	57	41	"No"	""	""	""	""	""	"GEMPack"	""	"No"
207	"Liu J., Hertel T.W., Taheripour F., Zhu T., Ringler C."	"(Liu et al., 2014)"	"International trade buffers the impact of future irrigation shortfalls"	2014	"Global Environmental Change"	"10.1016/j.gloenvcha.2014.07.010"	"https://doi.org/10.1016/j.gloenvcha.2014.07.010"	"Yes"	"Yes"	"Yes"	"Yes"	"AFOLU"	"water"	"hydrological"	"SPG"	"GTAP-BIO-W"	"2030"	"GTAP6"	87	19	"Brazil,Canada,China,East Asia,Europe,India,Indonesia_Malaysia,Japan,LAM/LAC/SAM,LAM/LAC/SAM,MENA,Oceania,Rest of Europe,Rest of Former Soviet Union,Rest of SEA,Rest of South Asia,Russia/FSU,sub-Saharan Africa,United States"	57	39	"Yes"	"partial equilibrium"	"IMPACT-WATER"	"hydrology"	"loose"	"Coupled model output used in CGE/PE input"	"unspecified"	""	"Yes"
208	"Mahmoodi A."	"(Mahmoodi 2014)"	"Economy wide effects of D8 trade integration (a Gtap model approach)"	2014	"Advances in Environmental Biology"	""	"https://www.thefreelibrary.com/Economy+wide+effects+of+D8+trade+integration+(a+Gtap+model+approach).-a0375184613"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"import related"	"SG"	"GTAP"	NA	"GTAPNA"	NA	9	"Bangladesh,Egypt,Indonesia,Iran,Malaysia,Nigeria,Pakistan,Rest of World,Turkey"	57	6	"No"	""	""	""	""	""	"unspecified"	""	"No"
209	"McKibbin W.J., Morris A.C., Wilcoxen P.J."	"(McKibbin et al., 2014)"	"Pricing carbon in the U.S.: A model-based analysis of power-sector-only approaches"	2014	"Resource and Energy Economics"	"10.1016/j.reseneeco.2013.11.007"	"https://doi.org/10.1016/j.reseneeco.2013.11.007"	"Yes"	"Yes"	"Yes"	"Yes"	"energy"	"energy"	"emissions/CO2 related"	"IDG"	"G-Cubed"	"2040"	"GTAPNA"	NA	9	"Australia,Canada_New Zealand,China,Eastern Europe_Former Soviet Union,Japan,LDF,OPEC,United States,Western Europe"	NA	12	"No"	""	""	""	""	""	"unspecified"	""	"No"
210	"Missaglia M., Valensisi G."	"(Missaglia and Valensisi, 2014)"	"Trade policy in Palestine: A reassessment"	2014	"Journal of Policy Modeling"	"10.1016/j.jpolmod.2014.02.001"	"https://doi.org/10.1016/j.jpolmod.2014.02.001"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"liberalization"	"SG"	""	"2008"	"2006-2008 Palestine SAM"	NA	3	"Israel,Palestine,Rest of World"	NA	7	"No"	""	""	""	""	""	"unspecified"	""	"Yes"
211	"Mittenzwei K., Britz W., Wieck C."	"(Mittenzwei et al., 2014)"	"Does the “green box” of the European Union distort global markets?"	2014	"Bio-based and Applied Economics"	"10.13128/BAE-13622"	"https://doi.org/10.13128/BAE-13622"	"Yes"	"Yes"	"Yes"	"Yes"	"AFOLU"	"agriculture"	"subsidy related"	"SP"	"CAPRI"	"2020"	"FAO, EUROSTAT, European Commmission"	NA	4	"Europe,Norway,Turkey,Western Balkans"	NA	11	"No"	""	""	""	""	""	"unspecified"	""	"No"
212	"Msangi S., Enahoro D., Herrero M., Magnan N., Havlik P., Notenbaert A., Nelgen S."	"(Msangi et al., 2014)"	"Integrating livestock feeds and production systems into agricultural multi-market models: The example of IMPACT"	2014	"Food Policy"	"10.1016/j.foodpol.2014.10.002"	"https://doi.org/10.1016/j.foodpol.2014.10.002"	"Yes"	"Yes"	"Yes"	"Yes"	"AFOLU"	"agriculture"	"demand change"	"RDP"	"IMPACT"	"2030"	"FAO"	NA	8	"China,East Asia_Oceania,Europe,LAM/LAC/SAM,North America,SEA,South Asia,sub-Saharan Africa"	NA	9	"No"	""	""	""	""	""	"unspecified"	""	"No"
213	"Narayanan G B., Rungta V."	"(Narayanan and Rungta, 2014)"	"Export Subsidy Reforms and Productivity Improvements: The Case of the Indian Textile and Clothing Sector"	2014	"Margin"	"10.1177/0973801014531132"	"https://doi.org/10.1177/0973801014531132"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"export related,production/productivity change"	"SG"	"GTAP"	"2007"	"GTAP8.1"	134	6	"Bangladesh_China_Hong Kong_Indonesia_Japan_Pakistan_Thailand_Vietnam,France_Germany_Italy_Netherlands_Spain_United Kingdom,India,Mexico_Turkey_United States,Rest of World,South Africa_United Arab Emirates"	57	6	"No"	""	""	""	""	""	"GEMPack"	""	"No"
214	"Ochuodho T.O., Lantz V.A."	"(Ochuodho and Lantz, 2014)"	"Economic impacts of climate change in the forest sector: A comparison of single-region and multiregional CGE modeling frameworks"	2014	"Canadian Journal of Forest Research"	"10.1139/cjfr-2013-0317"	"https://doi.org/10.1139/cjfr-2013-0317"	"Yes"	"Yes"	"Yes"	"Yes"	"AFOLU"	"forestry"	"SRES,SRES"	"RDG"	""	"2051"	"2006 Canada I-O data, 2006 US I-O data, GTAP 2004"	124	13	"Alberta,British Columbia,Manitoba,New Brunswick,Newfoundland,Nova Scotia,Ontario,Prince Edward Island,Quebec,Rest of World,Saskatchewan,Territories,United States"	57	23	"No"	""	""	""	""	""	"GAMS"	"CONOPT3"	"No"
215	"Orlov A., Grethe H."	"(Orlov and Grethe, 2014)"	"Introducing carbon taxes in Russia: The relevance of tax-interaction effects"	2014	"B.E. Journal of Economic Analysis and Policy"	"10.1515/bejeap-2013-0006"	"https://doi.org/10.1515/bejeap-2013-0006"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"emissions/CO2 related,other energy related"	"SG"	"STAGE"	"2004"	"GTAP7"	113	2	"Rest of World,Russia/FSU"	57	26	"No"	""	""	""	""	""	"GAMS"	""	"Yes"
216	"Parappurathu S., Kumar A., Kumar S., Jain R."	"(Parappurathu et al., 2014)"	"A Partial Equilibrium Model for Future Outlooks on Major Cereals in India"	2014	"Margin"	"10.1177/0973801013520000"	"https://doi.org/10.1177/0973801013520000"	"Yes"	"Yes"	"Yes"	"Yes"	"AFOLU"	"agriculture"	"other energy related,supply cost increase"	"RDP"	"Cereal Outlook Model"	"2025"	"India Government Statistics"	NA	7	"Andhra Pradesh_Karnataka_Kerala_Tamil Nadu,Arunachal Pradesh_Manipur_Meghalaya_Mizoram_Nagaland_Sikkim_Tripura,Assam_Bihar_Jharkhand_Odisha_West Bengal,Chhattisgarh_Gujarat_Madhya Pradesh_Maharashtra_Rajasthan,Haryana_Punjab_Uttar Pradesh_Uttarakhand,Himachal Pradesh_Jammu_Kashmir,India"	NA	3	"No"	""	""	""	""	""	"unspecified"	""	"Yes"
217	"Parrado R., De Cian E."	"(Parrado and De Cian, 2014)"	"Technology spillovers embodied in international trade: Intertemporal, regional and sectoral effects in a global CGE framework"	2014	"Energy Economics"	"10.1016/j.eneco.2013.10.016"	"https://doi.org/10.1016/j.eneco.2013.10.016"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"border adjustment,emissions/CO2 related,liberalization"	"IDG"	"ICES"	"2050"	"GTAP6"	87	8	"Albania_Bulgaria_Croatia_Czech Republic_Estonia_Hungary_Latvia_Lithuania_Poland_Rest of Europe_Rest of Former Soviet Union_Romania_Russia/FSU_Slovakia_Slovenia_Turkey,Australia_Canada_New Zealand_Rest of EFTA_Switzerland,China,Europe,India,Japan,Rest of World,United States"	57	12	"No"	""	""	""	""	""	"unspecified"	""	"No"
218	"Perera S., Siriwardana M., Mounter S."	"(Perera et al., 2014)"	"Reducing poverty and income inequality in Sri Lanka: does trade liberalisation help?"	2014	"Journal of the Asia Pacific Economy"	"10.1080/13547860.2014.920595"	"https://doi.org/10.1080/13547860.2014.920595"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"FTA related,liberalization"	"SG"	"SAMGEM"	"2004"	"GTAP7, Sri Lanka CFS"	113	16	"ANZ,Bangladesh,Canada,China,Europe,High Income Asia,India,Japan,Pakistan,Rest of Middle East,Rest of South Asia,Rest of World,Russia/FSU,SEA,Sri Lanka,United States"	57	30	"No"	""	""	""	""	""	"unspecified"	""	"No"
219	"Philippidis G., Resano H., Sanjuán A.I."	"(Philippidis et al., 2014)"	"Shifting armington trade preferences: A re-examination of the mercosur-EU negotiations"	2014	"Economic Modelling"	"10.1016/j.econmod.2014.03.016"	"https://doi.org/10.1016/j.econmod.2014.03.016"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"FTA related,technological change"	"SG"	"DefraTap"	"2004"	"GTAP7.1"	112	10	"Argentina,Brazil,EU1,EU2,EU3,EU4,Paraguay,Rest of World,Uruguay,Venezuela"	57	20	"No"	""	""	""	""	""	"GEMPack"	""	"No"
220	"Qi T., Winchester N., Karplus V.J., Zhang X."	"(Qi et al., 2014)"	"Will economic restructuring in China reduce trade-embodied CO2 emissions?"	2014	"Energy Economics"	"10.1016/j.eneco.2013.12.011"	"https://doi.org/10.1016/j.eneco.2013.12.011"	"Yes"	"Yes"	"Yes"	"Yes"	"energy"	"energy"	"demand change,heavy industry to service shift"	"SG"	""	"2007"	"GTAP8"	129	16	"Africa,ANZ,Canada_Mexico,China,Europe,India,Japan,LAM/LAC/SAM,Middle East,Rest of East Asia,Rest of Europe,Russia/FSU,South Asia,South Korea,Taiwan,United States"	57	24	"No"	""	""	""	""	""	"GAMS-MPSGE"	"PATH"	"No"
221	"Rausch S., Mowers M."	"(Rausch and Mowers, 2014)"	"Distributional and efficiency impacts of clean and renewable energy standards for electricity"	2014	"Resource and Energy Economics"	"10.1016/j.reseneeco.2013.09.001"	"https://doi.org/10.1016/j.reseneeco.2013.09.001"	"Yes"	"Yes"	"Yes"	"Yes"	"energy"	"energy"	"emissions/CO2 related,other energy related"	"RDG"	"ReEDS/MIT USREP"	"2050"	"GTAP7, IMPLAN/SEDS, US Census"	163	14	"Alabama_Kentucky_Mississippi_North Carolina_South Carolina_Tennessee_Virginia,Alaska,Arizona_Colorado_Idaho_Montana_Nevada_New Mexico_Utah_Wyoming,Arkansas_Louisiana_Oklahoma,California,Connecticut_Maine_Massachusetts_New Hampshire_Rhode Island_Vermont,Delaware_District of Columbia_Georgia_Illinois_Indiana_Maryland_Michigan_New Jersey_Ohio_Pennsylvania_West Virginia_Wisconsin,Europe,Florida,Iowa_Kansas_Minnesota_Missouri_Nebraska_North Dakota_South Dakota,New York,Oregon_Washington,Rest of World,Texas"	57	10	"No"	""	""	""	""	""	"GAMS-MPSGE"	"PATH"	"No"
222	"Siddig K., Grethe H."	"(Siddig and Grethe, 2014)"	"International price transmission in CGE models: How to reconcile econometric evidence and endogenous model response?"	2014	"Economic Modelling"	"10.1016/j.econmod.2013.11.038"	"https://doi.org/10.1016/j.econmod.2013.11.038"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"other energy related"	"SG"	"STAGE"	"2004"	"2004 Israel SAM"	NA	2	"Israel,Rest of World"	NA	3	"No"	""	""	""	""	""	"GAMS"	""	"Yes"
223	"Siddig K.H.A."	"(Siddig 2014)"	"Oil crisis and the potential role of agriculture in the post-separation of Sudan"	2014	"Emirates Journal of Food and Agriculture"	"10.9755/ejfa.v26i8.18366"	"https://doi.org/10.9755/ejfa.v26i8.18366"	"Yes"	"Yes"	"Yes"	"Yes"	"AFOLU"	"agriculture"	"fossil fuel related,growth related,population change"	"SG"	"GTAP"	"2008"	"GTAP6 Africa Database"	39	2	"Rest of GTAP Africa Database,Sudan"	57	14	"No"	""	""	""	""	""	"GEMPack"	""	"No"
224	"Taliotis C., Bazilian M., Welsch M., Gielen D., Howells M."	"(Taliotis et al., 2014)"	"Grand Inga to power Africa: Hydropower development scenarios to 2035"	2014	"Energy Strategy Reviews"	"10.1016/j.esr.2014.01.001"	"https://doi.org/10.1016/j.esr.2014.01.001"	"Yes"	"Yes"	"Yes"	"Yes"	"energy"	"energy"	"demand change,hydrological,hydrological,increased costs for investment,increased maintenance costs,other trade related,other trade related,protectionism"	"IDP"	"MESSAGE"	"2035"	"IRENA"	NA	5	"Central Africa,East Africa,North Africa,South Africa/SACU,Western Africa"	NA	24	"No"	""	""	""	""	""	"unspecified"	""	"ambiguous"
225	"Xin L."	"(Xin 2014)"	"A General Equilibrium Analysis of the TPP Free Trade Agreement With and Without China"	2014	"Margin"	"10.1177/0973801013520006"	"https://doi.org/10.1177/0973801013520006"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"FTA related,FTA related"	"RDG"	"Shoven Whalley"	"2018"	"GTAP8"	129	27	"ANZ,Brazil,Canada,China (non-processed),China (processed),Eastern Europe,Europe,Hong Kong,India,Indonesia,Japan,Malaysia,Mexico (non-processed),Mexico (processed),other high-income,Philippines,Rest of Asia,Rest of East Asia,Rest of World,Russia/FSU,Singapore,South Africa/SACU,South Korea,Taiwan,Thailand,United States,Vietnam"	57	41	"No"	""	""	""	""	""	"GEMPack"	""	"No"
226	"Alam M.J., Buysse J., Begum I.A., Nolte S., Wailes E.J., Van Huylenbroeck G."	"(Alam et al., 2015)"	"Impact of trade liberalization and world price changes in Bangladesh: a computable general equilibrium analysis"	2015	"Agricultural and Food Economics"	"10.1186/s40100-016-0045-x"	"https://doi.org/10.1186/s40100-016-0045-x"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"agriculture related,import related"	"SG"	"IFPRI CGE"	"2005"	"Bangladesh SAM 2005"	NA	2	"Bangladesh,Rest of World"	NA	59	"No"	""	""	""	""	""	"GAMS"	""	"No"
227	"Anderson K., Strutt A."	"(Anderson and Strutt, 2015)"	"Implications for Indonesia of Asia’s Rise in the Global Economy"	2015	"Bulletin of Indonesian Economic Studies"	"10.1080/00074918.2015.1016568"	"https://doi.org/10.1080/00074918.2015.1016568"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"export related,export related,regulations"	"SG"	"GTAP"	"2030"	"GTAP8.1"	134	8	"Australia,China,India,Indonesia,other developing,other high income,Rest of developing Asia,SEA"	57	4	"No"	""	""	""	""	""	"unspecified"	""	"No"
228	"Aslan B., Kutuk M.M., Oduncu A."	"(Aslan et al., 2015)"	"Transatlantic Trade and Investment Partnership and Trans-Pacific Partnership: Policy Options of China"	2015	"China and World Economy"	"10.1111/cwe.12134"	"https://doi.org/10.1111/cwe.12134"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"FTA related,FTA related"	"SG"	"GTAP"	"2007"	"GTAP8.1"	134	14	"Australia,Canada,Chile,China,Europe,Japan,Malaysia,Mexico,New Zealand,Peru,Rest of World,Singapore,United States,Vietnam"	57	7	"No"	""	""	""	""	""	"unspecified"	""	"No"
229	"Bhattacharyay B.N., Mukhopadhyay K."	"(Bhattacharyay and Mukhopadhyay, 2015)"	"A comprehensive economic partnership between India and Japan: Impact, prospects and challenges"	2015	"Journal of Asian Economics"	"10.1016/j.asieco.2015.06.006"	"https://doi.org/10.1016/j.asieco.2015.06.006"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"import related"	"SG"	"GTAP"	"2020"	"GTAP7"	113	7	"China,India,Japan,OECD,Rest of Asia,Rest of World,SEA"	57	28	"No"	""	""	""	""	""	"unspecified"	""	"No"
230	"Bollen J."	"(Bollen 2015)"	"The value of air pollution co-benefits of climate policies: Analysis with a global sector-trade CGE model called WorldScan"	2015	"Technological Forecasting and Social Change"	"10.1016/j.techfore.2014.10.008"	"https://doi.org/10.1016/j.techfore.2014.10.008"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"emissions/CO2 related,emissions/CO2 related,emissions/CO2 related"	"RDG"	"WorldScan"	"2040"	"GTAP7"	113	5	"Eastern Europe,Europe,Non-Annex-1 Energy Exporting Countries,Non-Annex-1 Energy Importing Countries,Rest of Annex 1 countries"	57	20	"Yes"	"technology model"	"GAINS"	"technology"	"loose"	"Coupled model output used in CGE/PE input"	"unspecified"	""	"Yes"
231	"Borojo D.G."	"(Borojo 2015)"	"The economy wide impact of investment on infrastructure for electricity in ethiopia: A recursive dynamic computable general equilibrium approach"	2015	"International Journal of Energy Economics and Policy"	""	"http://www.econjournals.com/index.php/ijeep/article/view/1407"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"growth change,savings rate change,savings rate change"	"RDG"	""	"2019"	"2009/10 Ethiopia SAM"	NA	2	"Ethiopia,Rest of World"	NA	64	"No"	""	""	""	""	""	"GAMS"	""	"No"
232	"Cai Y., Newth D., Finnigan J., Gunasekera D."	"(Cai et al., 2015)"	"A hybrid energy-economy model for global integrated assessment of climate change, carbon mitigation and energy transformation"	2015	"Applied Energy"	"10.1016/j.apenergy.2015.03.106"	"https://doi.org/10.1016/j.apenergy.2015.03.106"	"Yes"	"Yes"	"Yes"	"Yes"	"energy"	"energy"	"RCP scenario,RCP scenario,SSP2"	"RDG"	"GTEM-C"	"2100"	"GTAP8.1"	131	18	"Albania_Austria_Belarus_Belgium_Bulgaria_Canada_Croatia_Cyprus_Czech Republic_Denmark_Estonia_Finland_France_Germany_Greece_Hungary_Ireland_Italy_Latvia_Lithuania_Luxembourg_Malta_Netherlands_Norway_Poland_Portugal_Rest of EFTA_Romania_Slovakia_Slovenia_Spain_Sweden_Switzerland_United Kingdom,Australia,Brazil,Canada,China,India,Indonesia,Japan,Mexico,Middle East,New Zealand,North Africa,Rest of LAM,Rest of Northeast Asia,Rest of South Asia,Russia/FSU,Southern Africa,United States"	57	19	"Yes"	"IAM (biophysical models)"	"GIAM"	"multiple"	"tight"	"both"	"GEMPack"	""	"Yes"
233	"Chateau J., Fontagné L., Fouré J., Johansson Å., Olaberría E."	"(Chateau et al., 2015)"	"Trade patterns in the 2060 world economy"	2015	"OECD Journal: Economic Studies"	"10.1787/eco_studies-2015-5jrs63llqgjl"	"https://doi.org/10.1787/eco_studies-2015-5jrs63llqgjl"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"liberalization,technological change"	"RDG"	"MIRAGE-e"	"2060"	"OECD, CEPII, GTAP7"	147	26	"ANZ,Brazil,Canada,Caspian,Chile,China,EFTA,Europe,India,Indonesia,Japan,Mexico,Middle East,North Africa,other Africa,other Asia,other EU,other Europe,other LAM,other SEA,Russia/FSU,South Africa/SACU,South Korea,Turkey,United Kingdom,United States"	57	4	"Yes"	"macroeconomic growth model"	"OECD, MaGE"	"economy"	"loose"	"Coupled model output used in CGE/PE input"	"unspecified"	""	"No"
234	"Cheewatrakoolpong K., Manprasert S."	"(Cheewatrakoolpong and Manprasert, 2015)"	"Trade Diversification and Crisis Transmission: A Case Study of Thailand"	2015	"Asian Economic Journal"	"10.1111/asej.12080"	"https://doi.org/10.1111/asej.12080"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"subprime crisis (simulated)"	"SG"	"GTAP"	"2012"	"GTAP7"	113	16	"ANZ,China,Europe,Japan,LAM/LAC/SAM,MENA,other East Asia,other European,other NAM,Other SEA,Rest of World,South Asia,sub-Saharan Africa,Thailand,United Kingdom,United States"	57	5	"No"	""	""	""	""	""	"unspecified"	""	"No"
235	"Cheong I., Suthiwartnarueput K."	"(Cheong and Suthiwartnarueput, 2015)"	"ASEAN's initiatives for regional economic integration and the implications for maritime logistics reforms"	2015	"International Journal of Logistics Management"	"10.1108/IJLM-08-2013-0092"	"https://doi.org/10.1108/IJLM-08-2013-0092"	"Yes"	"Yes"	"Yes"	"Yes"	"economic"	"economic"	"FTA related,logistic"	"RDG"	"GDyn"	"2028"	"GTAP8"	129	9	"ANZ_India,Cambodia_Laos_Myanmar_Vietnam,China_Japan_South Korea,Indonesia,Malaysia,Philippines,Rest of World,Singapore,Thailand"	57	17	"No"	""	""	""	""	""	"unspecified"	""	"No"
